設問ID(半角英数字20文字以内)	チェック設問有無(0:無 1:有)	チェック設問の解答(F04用)	F01:ラベル	F02:ラベル	F03:ラベル	F04:チェックボックス	F05:ラベル
2325	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	27日告示の今治市長選に10日、新顔の河野昌禎(こうのまさよし)氏(59)=同市朝倉下=が無所属で立候補する意向を表明した。河野氏は市内で会見し、「市政・行政のムダをなくす」「新都市に大学を誘致」など14項目の公約を発表。「現市政は島しょ部優遇で陸地部を置いてけぼりにしている」などと批判し、「税金の公平な執行を実現する」と訴えた。	元大学誘致など、河野氏が出馬表明　今治市長選@新顔の河野氏、立候補を表明　今治市長選@現職の河野氏、立候補を表明　27日告示の今治市長選@今治市長選に河野氏出馬へ　無所属で@松山市長選挙に出馬を正式表明@市民活動家・河野氏、立候補を表明　今治市長選	
2326	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	宇都宮市文化会館で28日開かれた第60回全日本吹奏楽コンクール(全日本吹奏楽連盟、朝日新聞社主催)の職場・一般の部で、東北支部代表の大曲吹奏楽団は銀賞に輝いた。3年連続15回目の全国大会。自由曲はレスピーギ作曲の「ローマの祭り」前半はトランペットのファンファーレに金管の重低音が響き、後半は全楽器がテンポよく華やかに祭りの様子を奏で、盛大なラストで会場を沸かせた。	大曲吹奏楽団が銀賞　全日本吹奏楽コンクール@県勢、銀と銅と　全日本吹奏楽コンクール@全国舞台で銀、大曲吹奏楽団　全日本吹奏楽コンクール@県内2団体出場の大曲吹奏楽団は銀賞　全日本吹奏楽コンクール@大曲「今年一番の演奏」　全日本吹奏楽コン銀賞@大曲吹奏楽団、銀賞　全日本吹奏楽コンクール	
2327	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	10日は県南部に朝から濃霧が発生し、宇野港長(中村公亮・玉野海上保安部長)が午前7時15分から10時半まで、同港を出入港するフェリー会社に停船勧告した。高松や直島、小豆島を結ぶ船が一時運航を見合わせた。同港では、空気の澄み具合を示す視程が500メートル以下になるとフェリーの運航停止を勧告している。(上田真美)	濃霧でフェリー会社を停船　宇野港長、運航停止を勧告@朝から濃霧発生、フェリーに停船勧告　宇野港長@宇野港で濃霧、一時運航停止@県南部に濃霧が発生　宇野港長、停船勧告@夜のフェリー会社、朝から濃霧発生　宇野港長「乗客に迷惑」@県内に濃霧発生　宇野港長、停船勧告	
2328	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	熊本商工会議所の新年祝賀会が18日、熊本市のホテルニューオータニ熊本であり、関係者約400人が出席した。中尾保徳会頭は「経済政策は定まらず、政治状況も穏やかではない。状況は地元企業の自助努力をはるかに超えたところにあるが、熊本の指定市移行や九州新幹線全線開業など、期待できることもある。一丸となってこの難局を乗り切りたい」とあいさつした。	熊本商議所が新年祝賀会　400人出席し開催@熊本商議所の新年会に400人@「難局乗り切りたい」　熊本商議所新年祝賀会@熊本商議所の新年祝賀会に400人@熊商の新年祝賀会に400人出席　熊本@新年会に400人　熊本商議所が開催	
2329	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	神戸市獣医師会長だった旗谷昌彦さん(65)=同市垂水区、写真=は阪神大震災当時、市内122人の獣医師とともに動物の治療に駆け回った。震災4日後には県獣医師会やボランティアらと「動物救援本部」を立ち上げ、1500頭を超す動物を保護した。災害時に動物をどうまもるかという先例や問題意識は全国的にほとんどなく、「震災は『動物福祉元年』だった」と振り返る。	三宮昌彦さん　災害時、動物どうまもる@旗谷昌彦さん　災害備え、動物救援本部@旗谷昌彦さん　災害時に動物、救える備えを@吉田昌彦さん　災害時は「福祉元年」1500頭を保護@復興を歩く　旗谷昌彦さん　震災の記憶、動物から@旗谷昌彦さん　「動物福祉元年」1500頭保護	
2330	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	ビールの定番のおつまみ、枝豆の出荷が産地の草加市の農家で始まっている=写真。同市柿木町の農業豊田林一さん(58)は、ビニールハウス22棟で栽培した枝豆の出荷を今月5日から始めた。作業所では家族やパートの女性が朝から余分な葉など切り落とし、1束600グラムに束ねて、「草加のえだまめ」と書かれたテープを張っていった。	枝豆出荷、今年は上々　草加@枝豆の出荷始まる　草加@地元で枝豆の出荷始まる　草加@白く長く育ててますように...　枝豆の出荷始まる　草加@「出来まずまず」、枝豆の出荷始まる　草加@秋の味覚に酔う　枝豆の出荷始まる　草加	
2331	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	日本銀行前橋支店が1日に発表した6月短観によると、県内企業の景気の見方を示す業況判断指数(DI)は全産業でマイナス57となった。過去最悪だった前回の3月短観から4ポイント改善し、県内企業の景況感は1年9カ月ぶりに上向いた。自動車関連業界などで生産調整が一段落し、在庫調整もほぼ終わったことから、県内製造業の業況判断DIが7ポイント改善したことが影響した。	県内の景況感、1年9カ月ぶりに改善　日銀短観@景況感4ポイント改善　1年9カ月ぶり　日銀短観@業況判断指数、全産業で改善　日銀支店、6月短観@県内景況感、1年9カ月ぶり上向き　日銀短観@日銀の業況判断、1年9カ月ぶり上向き　6月短観@景況感、上向く　1年9カ月ぶり　日銀短観	
2332	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	次期衆院選で自民党から出馬要請を受けた東国原英夫知事について、自民党の中山成彬衆院議員(宮崎1区)は10日、「逃げられないでしょ。退路は断っていると思う」と話し、知事の国政転身を強く「後押し」した。中山氏はこの日、宮崎市内のホテルであった式典に東国原知事とともに来賓として出席。知事は先に退席したが、中山氏は式典後、報道陣の取材に答えた。	参院選出馬要請の東国原知事に「後押し」　自民・中山成彬氏@東国原知事の国政転身、中山成彬氏が後押し　自民@県議、東国原知事を離党　国政転身に前向き@中山議員「逃げられない」　東国原知事の転身を後押し@「知事は退路断って」　自民・中山衆院議員が国政転身　次期衆院選@自民・中山氏、東国原知事の国政転身に「後押し」	
2333	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	拉致被害者家族を支援する「救う会兵庫」は13日、能登半島沖で出漁中に行方不明になって死亡認定された後、北朝鮮での生存が確認された寺越外雄さん=石川県志賀町出身=について、第9管区海上保安本部が遭難時の死亡認定を取り消したと発表した。同本部が神戸市在住の兄文雄さん(74)に伝えたという。寺越さんは24歳だった1963年、親族と出漁中に行方不明となり、同本部が死亡を認定した。	寺越さんの死亡認定取り消し　北朝鮮拉致被害者家族支援@県内在住の兄に「救う会」が認定　北朝鮮で不明@北朝鮮にいた寺越さん、遭難時の死亡認定取り消し@松山の男性、遭難死取り消し　北朝鮮拉致@石川の寺越さん、遭難死を取り消し　第9管区海上保安本部@北朝鮮で不明の寺越さんの死亡認定を取り消し　第9管区海上保安本部	
2334	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	嘉田由紀子知事は16日、定例記者会見で、貯水ダムで計画を進めることに否定的な見解を示した丹生ダム(余呉町)の問題について、「地元のダム対策委員会が求める水面のあるダムの容認は無理と申し上げた。納得いただけなかったのは残念」と述べた。対策委の解散によって今後、地元の意思形成に時間がかかるとの考えを示した。嘉田知事は13日、同町で開いた説明会で丹生ダムの建設を容認する姿勢を表明。	嘉田知事「地元意思形成に時間」　丹生ダム計画@余呉のダム容認「納得できない」　嘉田知事、地元意思形成に時間@地元の反発「残念」　嘉田知事、丹生ダム問題で見解@知事「地元意思形成に時間」　丹生ダム容認@国の方針に嘉田知事「納得できない」　余呉・丹生ダム計画@「地元意思形成に時間」　嘉田知事、丹生ダム容認で見解示す	
2335	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	新潟・福島豪雨で300棟以上が床上浸水した三条市で、家庭で使えなくなった畳やタンス、家電製品など大量のゴミが出て、市は頭を悩ませている。被害がひどかった五十嵐川流域を対象に、1日からゴミ収集業者がダンプカー約15台で回収を始めた。それでも「全く追いつかない状態」(市環境課)3日には県建設業協会や市外の収集業者にも応援を求めて計約50台を用意。	豪雨で浸水の三条市、ゴミ収集に苦慮　ダンプなど大量回収開始へ@地元業者も応援して　豪雨被災の三条・五十嵐川流域でゴミ収集業者@大量のゴミ、回収に苦慮　新潟・福島豪雨で浸水の三条市@ダンプなど大量に大量のゴミ　三条市、県建設業協会などに収集求める@三条市、大量のゴミ回収　県建設業協会が収集　豪雨被害の豪雨被害受け@豪雨被害の三条、ゴミ処理「大変」　ダンプ50台で回収	
2336	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	県教育委員会は16日、12日に実施した来年度の公立学校の教員採用試験の2次試験で、「適性検査1」の試験の1教室でCDプレーヤーが再生しないトラブルがあったと発表した。この教室の受験者40人は、適性検査1を除いた2次試験結果で合否を判定するという。不具合があったのは、秋田市で同日あった中学校保健体育、中学校技術・家庭、養護教諭の「適性検査1」の試験。	学校試験1教室、40人が合否判定へ　CDプレーヤー不具合@国庫試験中に不具合、2次結果で合否判定　来年度公立校教員試験@いじめで40人合否判定へ　教員採用試験で不具合　県教委発表@教員採用試験で不具合　適性検査1教室、CDプレーヤーが再生せず@CDプレーヤー、試験で再生せず　来年度の教員採用@教員採用試験で機器トラブル	
2337	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	海南市名高、理容師上野山忠秀さん(70)方の店舗兼自宅に18日午後8時ごろ、男が押し入り、現金約20万円を奪って逃走する強盗事件が発生した、と同日、海南署が発表した。署によると、玄関から入ってきた男が、1人で家にいた上野山さんの妻三鈴さん(66)に「金を出せ」とナイフのようなものを突きつけて脅し、三鈴さんが封筒入りの現金約20万円を差し出すと奪い取って逃走したという。三鈴さんにけがはなかった。	ナイフ突きつけ、20万円奪い逃走　海南で強盗事件@店兼住宅に強盗、20万円奪い逃走　海南@三鈴さん宅で20万円奪われる　海南署発表@海南の住宅に強盗、20万円奪われる@民家で20万円強盗被害　海南@マンション強盗、70歳の男が逃走　海南、20万円奪う	
2338	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	財政再建計画で職員が半減した後も、待遇悪化から職員流出が続く夕張市。今年2~3月の確定申告期は、他機関からの人員応援も得てしのいでいたが、来年の確定申告受付会場は大幅に削減せざるを得ず、高齢者の多い市民に深刻な影響が出ることは必至であることが分かった。税務への応援職員の1人は確定申告期の終了直後に過労で倒れ、2カ月半たった現在も入院している。	来年の確定申告、大幅削減せず　夕張市職員、数カ月半で入院@夕張、来年の確定申告終了後に過労　職員流出、高齢者に影響も@職員流出続く夕張市、確定申告対応も縮小@職員流出、来年の確定申告は大幅削減せず　夕張@職員流出、来年の確定申告は大幅削減せず　夕張、高齢者に影響も@職員流出、夕張市民に深刻な影響　確定申告終了後に過労で入院	
2339	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	公立小中学校の教員が検定中の教科書を示され、教科書会社から意見を求められた対価に謝礼を受け取っていた問題で、県教委は10日、その後に教科書の採択地区協議会の調査員を引き受けていた8人について「採択は公正・公平に行われ、採択結果への影響はなかった」と結論づけた。この問題では教諭ら25人が現金を受け取っていたことが判明していた。県教委は調査員を引き受けていた8人が採択結果に影響を及ぼしたかどうかについて調査。	調査員引き受け「採択影響なし」　教科書採択で県教委@教科書採択に礼影響なし　県教委が結論@採択影響なし　教科書採択で県教委　謝礼問題@県「採択影響なし」　教員の謝礼受領問題@調査員引き受け「採択影響なし」　検定中教科書で県教委@県内8人「採択影響なし」　教科書採択問題、県教委が結論	
2340	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	主婦▁吉岡啓子(千葉県木更津市▁42歳)▁「和式トイレに▁伝統の知恵が」(16日)に深くうなずいた一人です。足腰を痛めた方やご病気の方には、洋式トイレが便利でしょう。しかし、おむつが取れたばかりの小さな子供から体の大きな大人まで様々な人間が使うとしたら、同じ高さの洋式の便座は万能とは言えません。	洋式トイレ、大人まで使えないか@伝統のトイレ、洋式は万能@洋式トイレ、大人も便利だ@和式トイレは母と子の味方@洋式トイレ、大人も使いやすく@洋式トイレ、便利だったら.........	
2341	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	福山東署は31日、福山市内に住む女性(78)が特殊詐欺の被害に遭い、400万円をだまし取られたと発表した。署によると、女性宅に30日午後8時ごろ、長男の実名を名乗る男から「風邪をひいた」との電話があり、31日午前11時に「仕事に失敗して400万円が必要。300万円を用立ててくれないか」と電話があった。女性は男の指示に従い、同日午後1時ごろ、岡山県倉敷市内で長男の知人を名乗る中年の男に現金400万円入りの紙袋を渡したという。	雪害詐欺で400万円被害　福山の女性@特殊詐欺で400万円被害　福山@振り込め詐欺で400万円被害　福山の女性@県内2市でオレオレ詐欺被害相次ぐ@78歳女性が400万円の詐欺被害@大金名目でオレオレ詐欺被害相次ぐ　福山	
2342	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	桜井市三輪の大神(おおみわ)神社の神饌田(しんせんでん)で20日、神事に使う米を収穫する「抜穂祭(ぬきほさい)」が営まれた。稲を刈り、稲穂を取りそろえて束ね、神前に供えた。稲は6月の御田植祭で植えられた「ヒノヒカリ」約200平方メートルの神饌田から、今年は約80キロを収穫。	名残惜しい稲穂刈り取る　桜井で抜穂祭@神事用の稲を収穫　桜井・抜穂祭@神事用の米収穫　桜井・大神神社の神神社@水もしたたる稲穂、刈り取り　桜井の大神神社@神事用の米収穫　桜井・大神神社で抜穂祭@今年もよく育った　大神神社で抜穂祭	
2343	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	全国のご当地ギョーザが22、23の両日、津市に集って自慢の味を披露する「2011餃子(ギョーザ)サミット&全国餃子まつり」に、宇都宮餃子会が参加することを決めた。昨年、浜松市で開かれた第1回サミットへの不参加をめぐり、宇都宮、浜松のライバル同士が対立。「日本一をめぐるさや当て」などと一部ではやされたが、今年のサミット開催地、津市の関係者の仲介で「和解」に向けて動き出した。	サミットへ和解始動　宇都宮餃子会も参加　津で22・23日@「日本一めぐるさや当て」　宇都宮餃子会、津で22・23日「餃子サミット」@餃子サミット、宇都宮が参加　サミット参加へ　津で開催、来月開催@餃子サミット、宇都宮も参加　津で22・23日、全国から集結@餃子サミット、宇都宮も参加　津で22・23日、全国のご当地味披露@宇都宮餃子、浜松と和解へ　昨年の「サミット」不参加めぐり対立　津が仲介	
2344	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	何が秘密か、国民や政治家に知られないまま、官僚が秘密をどんどん増やせる-。大きな欠陥を抱えた特定秘密保護法を、自民、公明両与党が6日深夜の参院本会議で可決・成立させた。民主党は安倍内閣の不信任決議案を提出し、「国会を愚弄(ぐろう)」「憲政史上まれに見る暴挙」と抵抗したが、与党は「数の力」を頼りに押し続けた。	参院選への影響力課題　与党「数の力」、野党は抵抗　秘密保護法案成立@首相の不信、押し切る　与党、数の力押し切る　秘密保護法案、衆院通過へ@秘密保護法案　国会を愚かに見る暴挙@国会愚弄、与党に抵抗　秘密保護法案、参院で可決・成立@数の力で強行突破　拍手と怒号、深夜の成立　秘密保護法@秘密保護法、与党に重責　与党、「国会愚弄」と抵抗	
2345	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	みよし・あきら▁10月4日死去(心不全)80歳▁来年1月30日お別れの会▁幼いころ、多摩川で機銃掃射に遭った。一緒に川遊びをしていた友達が、一瞬のうちに骸(むくろ)になった。胸の奥に静かに沈めた戦争への怒りは、のちに管弦楽や声の束をともない、数々の慟哭(どうこく)の響きへと導かれた。	旧上野町文化博物館長・みよし昭彦さん　川遊びと闘う父へエール@作曲家・三善晃さん　戦争への怒り、まっすぐ音の塊に@水口あきらさん　多摩川で機銃掃射・川遊びの仲間@女性を支える元多摩川川遊び監督・森浩二さん　川遊びと闘う人たちへ@古森あきらさん　多摩川で機銃掃射@機銃掃射・みよしあきらさん　戦争への怒り、音に乗せて	
2346	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	張栩名人(28)に名人戦史上最年少の井山裕太八段(19)が挑戦する第33期囲碁名人戦七番勝負(朝日新聞社主催)の第1局は5日、青森市のホテル青森で再開され、2日目に入った。午前9時から両対局者が前日の手順を並べ、立会人の石田秀芳二十四世本因坊が封じ手を開封した。張名人の封じ手は黒75のフクレだった。	名人、攻める　第1局2日目　囲碁名人戦七番勝負@名人、右辺に落ち着く　第1局2日目　囲碁名人戦七番勝負@攻防、難解極める　第1局2日目　第33期囲碁名人戦七番勝負@右辺上で相矢倉　第1局2日目　囲碁名人戦七番勝負@上辺での攻防続く　第1局2日目　囲碁名人戦七番勝負@青森で第1局2日目　囲碁名人戦七番勝負	
2347	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	南相馬市と自宅の横浜市を往復し、ボランティア活動を続ける76歳の元ジャンボ機パイロット、丸山巌(いわお)さんに24日、「被災地で使ってください」と茨城県土浦市の菊地勝子さん(67)、勝輝さん(72)夫妻が自家用車を寄贈した。丸山さんは名義変更などをして、南相馬市のボランティア団体に寄付する。朝日新聞の記事で、丸山さんが被災地に車を届けていることを知った勝子さんが寄贈を決めた。	南相馬と横浜結ぶ76歳の元ジャンボ機長が車寄贈　ボランティア@元ジャンボ機パイロット、被災地に車寄贈　茨城の夫妻、南相馬市へ@元ジャンボ機パイロット、被災地に車寄贈　南相馬の夫婦@車を被災地に　元ジャンボ機パイロット、南相馬へ寄贈@車、託された　南相馬でボランティアの76歳に、茨城・土浦の夫婦が贈る@76歳元ジャンボ機パイロット、被災地に車寄贈　茨城の夫妻	
2348	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	秩父市中宮地町の太幡久人さん(60)が、昨年7月に92歳で死去した母・光江さんの短歌などと、自身のペン画などを合同で展示する「まほろば▁太幡光江・たばたひさと母子展」を同市宮側町の「ギャラリーかみいし」で開く。29日から5月6日まで。展示は計約50点で、光江さんがかな書や押し花、短歌など。	奈良の母らの思いを書や花に込める　太幡久人さん、秩父で作品展@まほろば、亡き母と二人展　きょうから、秩父の太幡さん@母の短歌・ペン画、秩父で合同展　太幡さん、きょうから@朝日新聞の短歌など50点を合同展示　秩父の太幡さん、29日から@亡き母との友情、短歌とペン画で表現　秩父で29日から展示@故太幡さんの母の短歌など50点展示　秩父、きょうから	
2349	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	中世の宗教遺跡「山王坊遺跡」(五所川原市相内)が国の史跡に追加指定される。文化審議会が18日、答申した。同じ市内にある中世の交易の拠点だった港湾都市史跡「十三湊遺跡」や南北朝から室町時代にかけて一帯を支配した豪族・安藤氏の居方とされる「福島城」とあわせ、「中世の社会・文化を知る上で重要」とされた。	国史跡に山王坊遺跡　五所川原の宗教遺跡、文化審答申@五所川原の山王坊遺跡、国史跡に追加　文化審議会が答申@五所川原の山王坊遺跡、国史跡に追加指定　文化審議会が答申@五所川原の山王坊遺跡、国史跡に追加指定へ　文化審議会答申@中世の交易拠点、国史跡に追加指定　五所川原の山王御坊遺跡@「山王坊遺跡」国の史跡に　文化審「中世社会・文化知る上で重要」	
2350	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	熊本県の阿蘇山中腹に広がる草千里(51ヘクタール)牛馬の放牧に利用され、観光客の散策の場にもなっている草原の眺望をよくするため、阿蘇市は、草千里に隣接して密集する杉林3ヘクタールを伐採する方針を決めた。伐採すれば、烏帽子岳から杵島岳にかけて一大草原が広がることになる。熊本県阿蘇地域振興局の林務担当者によると、杉は6千~7500本程度。	無残、阿蘇・草千里牛馬の放牧杉林　阿蘇市、3ヘクタール伐採へ@「阿蘇の杉林」伐採へ　草千里牛馬放牧場、隣接地で密集@草千里の杉林6千本、伐採へ　眺望確保へ阿蘇市方針@草千里牛馬の放牧場、伐採へ　阿蘇市、草原の眺望向上狙う@草千里牛馬の放牧場、伐採へ　阿蘇市、草原の眺めに配慮@「草千里牛馬」伐採へ　熊本・阿蘇市	
2351	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	コブク郎▁俳優三船敏郎(みふねとしろう)さんがハリウッド殿堂(でんどう)入りしたね。だれが選ぶの?▁A▁ハリウッドの商工会議所(しょうこうかいぎしょ)が選んだ選考委員会のメンバーで各分野の専門家が、毎年6月に決める。エンターテインメント界の人物が対象で、ハリウッドにある通りに、名前の入った星形プレートが埋め込まれる。	三船敏郎さんさん、ハリウッド入りそうの?@俳優・三船敏郎さんさん、ハリウッド殿堂入りね@三船敏郎さんがハリウッド殿堂入りだね@五輪の夢、誰が選ぶの?@名優候補の選考委員ってどんな人?@B級グルメ界に星形プレートを埋もれたね	
2352	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	見る者をその精神世界に深々と誘い込むダンサーで演出家、勅使川原三郎が振り付ける「睡眠」が8月21日、愛知県芸術劇場大ホールで上演される。パリ・オペラ座バレエ団のオーレリー・デュポンをメーンダンサーに迎え、初共演で臨む新作だ。夢がテーマの作品は多いが、今回、勅使川原が描くのは「眠るということ」そのもの。	宇宙の人間像に迫る　勅使川原三郎が新作「睡眠」@日本初の共演　勅使川原三郎が振り付け　8月21日、愛知県芸術劇場@人間の深さ、深々と　「睡眠」に出演の勅使川原三郎@「眠るとは」舞って表す　勅使川原三郎「生き方見える」@『睡眠』　人間の深さ、深々と表現@仏で「睡眠」公演　人間の深さを深々と表現　来月21日、愛知県芸術劇場	
2353	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	千葉北署は9日、千葉市稲毛区の会社員女性(78)が振り込め詐欺の手口で現金約2800万円をだまし取られる被害に遭ったと発表した。署によると、女性宅に2月中旬、架空の「株式会社エーライン」の土地活用と題した冊子が郵送され、その後、男から「土地購入のために名義を貸してほしい」などと数回電話があった。女性が了承したところ、先月3日には、警察官を名乗る男から「名義を借りた土地購入はいけないことだ。あなたは容疑者だ」と電話があった。	振り込め詐欺で2800万円の被害　千葉・稲毛の78歳女性@振り込め詐欺、78歳女性が被害　千葉・稲毛区@振り込め詐欺で2800万円被害　千葉・稲毛区@78歳「名義貸し」、2800万円詐欺被害　千葉・稲毛@葉で振り込め詐欺、2800万円被害@名義貸し名目で2800万円詐欺被害　千葉・稲毛区	
2354	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	先生は...林玲子さん・産業カウンセラー▁深呼吸などで筋肉に「緩み」を▁「最近、深呼吸をしましたか?」柔和な笑顔で語りかけるのは、産業カウンセラーの林玲子さん(60)だ。ストレスを減らすには深呼吸がいいのだという。おなかを軽く押しながら、体内の「悪いもの」を外に出すようにイメージしてゆっくりと息を吐く。	ストレス解消の方法は　林玲子さん・産業カウンセラー@秋の夜長編:4　深呼吸でストレス減らす@医療の中のストレス減らすには@“緩み”を生きる　林玲子さん・産業カウンセラー@ストレス減らすには深呼吸がいい　林玲子さん・産業カブラウンセラー@深呼吸を楽しむ　林玲子さん・産業カウンセラー	
2355	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	天皇陛下がお気持ちをビデオメッセージで公表したことを受け、西川一誠知事は12日の定例会見で、「いつまでもお元気でいて頂きたいというのが率直な願いだ」とし、「政府が陛下のお気持ちを大切にしながら適切に対応して頂きたいというのが、一つの自治体の長としての考えだ」と述べた。2年後の福井国体への出席については、「来て頂く予定でいろんな準備を整えたい」と述べた。(堀川敬部)	天皇陛下のお気持ち、ビデオで公表　知事「自治体長として」@県は「準備整える」　天皇陛下お気持ちビデオに@天皇陛下のメッセージ公表「準備整える」　西川知事@安倍首相「市町村長を出す」　天皇陛下のお気持ちビデオに@天皇陛下のメッセージ公表「準備整える」　西川知事、会見で表明@「政府が対応を」知事が見解示す　天皇陛下、お気持ち表明	
2356	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	松川村の芦間川の河原で、約400匹の鯉のぼりが風に吹かれて泳いでいる=写真、全日写連吉田明雄さん撮影。川沿いのレジャー施設「ハロー安曇野」(柴哲支配人)が初夏の売り物にしようと発案。3年前、「不用な鯉のぼりを譲って」と地元紙を通じて呼びかけたところ、「子どもが大きくなった」「マンションに引っ越した」という読者から約200匹が集まった。	風受け、鯉のぼり泳ぐ　松川村の芦間川@おまたせ、鯉のぼり400匹　松川村の芦間川に泳ぐ@鯉のぼり400匹が「復活」の泳ぎ　松川@風受けコイの季節　松川村の芦間川に鯉のぼり200匹@風受けてコイ泳ぐ　松川村の芦間川@新居へコイの季節　松川村で鯉のぼり	
2357	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	県は6日、県警が暴力団と関係のある企業と認定したことを受けて守山市の土木建設会社「第一建設」を6カ月間の入札参加停止処分にした。同社の元社長が、指定暴力団山口組の2次団体で名古屋市に本拠を置く「弘道会」の幹部と贈答品のやりとりをしたことなどを県警が確認し、県に通報していた。弘道会は山口組6代目組長の篠田建市(通称・司忍)受刑者(69)の出身団体。	県が入札参加停止処分　暴力団と関係の認定受けて@守山の建設会社、入札参加停止　暴力団と関係認定@名古屋の業者を県が入札参加停止　暴力団と関係認定@県、守山の建設会社を入札参加停止処分@守山の暴力団関係企業、県が入札参加停止　6カ月間@守山の建設会社、県も入札参加停止　暴力団と関係認定	
2358	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	舞鶴市は13日、公的年金受給者のデータの一部をシステムに入力していないミスがあったと発表した。このため、受給者データを基に算出される市府民税や介護保険料、国民健康保険料について、延べ217人分の額を間違って計算したという。市によると、日本年金機構などから届いたデータのうち、住民基本台帳の氏名や生年月日と合わないものはシステムが「エラー」として受け付けないため、職員が照合・入力する。	子育て保険217人分を誤入力　舞鶴市、217人分計算ミス@入力ミス、217人分計算ミス　舞鶴市、公的年金受給者@公的年金受給者データ、舞鶴市が入力ミス@システム入力ミス、217人分計算誤る　舞鶴市、年金受給者@年金受給者情報、延べ217人分を誤計算　舞鶴市@お金入力ミスで217人分計算誤る　舞鶴市	
2359	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	3年目を迎えた四国アイランドリーグの徳島インディゴソックスが10日、鳴門市撫養町立岩の県営鳴門球場で今季初のオープン戦をした。JR四国(高松市)に1-2で敗れたが、白石静生監督は「投手陣も打線もまずまずの出来。開幕ではチームが変わったなと思わせたい」と前向きに話した。試合は、徳島が3回2死三塁から、3番金谷の右前安打で先制。	インディゴソックス、今季初のオープン戦　野球・四国IL3年目@四国IL開幕、徳島IS惜敗　鳴門球場でオープン戦　野球@徳島IS、今季初のオープン戦　野球・四国Iリーグ@JR四国に1-2　徳島IS、今季初のオープン戦　野球・四国IL@インディゴソックス、鳴門で今季初のオープン戦　野球・四国Iリーグ@投打順調、開幕に照準　野球・徳島IS、オープン戦初戦は惜敗	
2360	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	中年世代は「台風クラブ」や「ブレックファスト・クラブ」を連想しそうな題名の“課外活動系”青春映画。心に傷を負った10代が、人を癒やすことを通して自らも癒やされ、成長する。流行の主題だが、痛みや涙に共感を寄せる一方で、青くさいナルシシズムを乾いた風が吹き飛ばす。	10代の青春映画　「課外活動系」の原点@10代の青春映画　「課外活動」に共感・共感・涙...@三村恵子著　映画大好き!@包帯クラブ　人を癒やし、成長する10代@復興を歩く　心を癒やす青春映画　多賀谷克彦@グローブ16号「課外活動系」の10代、成長する10代	
2361	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	四国・九州アイランドリーグ「高知ファイティングドッグス」の定岡智秋監督が29日、高知市高須砂地のウェルサンピア高知で開かれた「第47回高松矯正管区管内篤志面接委員研究協議会」で「育てる」をテーマに講演した=写真。篤志面接委員は刑務所の受刑者や少年院にいる少年の相談相手となるボランティア。県内には50~80歳代の11人が法務省から委嘱を受けている。	元プロデューサー・高知FDの定岡監督が講演　高松矯正管区管内で@「育てる」テーマ、定岡監督が講演　篤志面接委員らに　野球@おばあちゃんになりたい　野球・高知FDの定岡監督が講演　高知@四国・九州アイランドリーグ「高知FD」の定岡監督が講演　高知@「育成る」テーマに高知FD・定岡監督が講演　野球・四国・九州Iリーグ@高知FD・定岡監督、少年院の経験語る　高松矯正管区管内	
